"","source","Organization/Person Name","Organization/Person Name URL","Investor Type","Number of Investments","Number of Exits","Location","Description","Investment Stage","Number of Portfolio Organizations","Number of Partner Investments","Number of Lead Investments","Number of Diversity Investments","Number of Exits (IPO)","Accelerator Program Type","Accelerator Next Application Deadline","Accelerator Duration (in weeks)","Trend Score (90 Days)","Trend Score (30 Days)","Trend Score (7 Days)","CB Rank (Investor)","SEMrush - Monthly Visits","SEMrush - Average Visits (6 months)","SEMrush - Monthly Visits Growth","SEMrush - Visit Duration","SEMrush - Visit Duration Growth","SEMrush - Page Views / Visit","SEMrush - Page Views / Visit Growth","SEMrush - Bounce Rate","SEMrush - Bounce Rate Growth","Apptopia - Number of Apps","Apptopia - Downloads Last 30 Days","BuiltWith - Active Tech Count","G2 Stack - Total Products Active","IPqwery - Patents Granted","IPqwery - Trademarks Registered","IPqwery - Most Popular Patent Class","IPqwery - Most Popular Trademark Class","Aberdeen - IT Spend","Aberdeen - IT Spend Currency","Aberdeen - IT Spend Currency (in USD)"
"55","INVESTORS/investors-2021-11-26 (1).csv","Delta Capital","https://www.crunchbase.com/organization/delta-capital-2","Venture Capital",50,2,"Shanghai, Shanghai, China","Delta Capital is a venture capital firm specializing in early venture, middle venture, and growth capital investments.",NA,44,NA,13,NA,2,NA,NA,NA,7.8,7,4.1,4222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"56","INVESTORS/investors-2021-11-26 (1).csv","Future\Perfect Ventures","https://www.crunchbase.com/organization/future-perfect-ventures","Micro VC, Venture Capital",50,2,"New York, New York, United States","Future\Perfect Ventures is an early stage VC firm focused on decentralized technologies including blockchain, crypto, IoT, and AI.","Early Stage Venture, Seed",42,NA,3,12,2,NA,NA,NA,4,-1.1,-0.4,6370,4148,NA,"463.59%",0,NA,1,"0%","100%","0%",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
"57","INVESTORS/investors-2021-11-26 (1).csv","Reaktor Ventures","https://www.crunchbase.com/organization/reaktor-polte","Micro VC, Venture Capital",50,2,"Helsinki, Southern Finland, Finland","Reaktor Venture is a Finland-based and strategic investment arm of software development and design firm Reaktor.","Early Stage Venture, Seed",35,NA,7,NA,2,NA,NA,NA,0,1,0,22079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
"58","INVESTORS/investors-2021-11-26 (1).csv","Galia Gestion","https://www.crunchbase.com/organization/galia-gestion","Private Equity Firm, Venture Capital",50,2,"Bordeaux, Aquitaine, France","Galia Gestion is a private equity and venture capital firm.","Early Stage Venture",44,NA,13,NA,2,NA,NA,NA,-0.2,-0.1,-0.1,32326,687,NA,NA,8,NA,1.33,NA,"66.67%",NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
"59","INVESTORS/investors-2021-11-26 (1).csv","Bragiel Brothers","https://www.crunchbase.com/organization/bragiel-bros","Venture Capital",49,2,"San Francisco, California, United States","Bragiel Brothers is an early-stage venture capital fund that invests in seed and Series A rounds.","Early Stage Venture",38,NA,NA,13,2,NA,NA,NA,6.5,7.8,4.9,3399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,15,NA,NA,NA,NA,NA,NA,NA
"60","INVESTORS/investors-2021-11-26 (1).csv","IvyCap Ventures","https://www.crunchbase.com/organization/ivycap-ventures","Venture Capital",49,2,"Mumbai, Maharashtra, India","IvyCap Ventures has launched a venture capital fund guided by an entrepreneur-centric investment approach.","Early Stage Venture",29,NA,34,NA,2,NA,NA,NA,-1.2,4.2,4.6,5838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
"61","INVESTORS/investors-2021-11-26 (1).csv","Shorooq Partners","https://www.crunchbase.com/organization/shorooq-partners","Venture Capital",49,2,"Abu Dhabi, Abu Dhabi, United Arab Emirates","We run an early stage & venture debt fund. Our portfolio have generated $1.5+bn of equity value, with world’s top SWFs as our LPs.","Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Seed",36,NA,18,NA,2,NA,NA,NA,4.6,-0.4,-0.3,8445,2825,1836.5,"83.08%",226,"182.5%",1.84,"26.01%","73.83%","-18.72%",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"62","INVESTORS/investors-2021-11-26 (1).csv","Spring Accelerator","https://www.crunchbase.com/organization/spring-2","Accelerator",49,2,"Nairobi, Nairobi Area, Kenya","A pioneering accelerator that supports businesses and services whose products & service can transform the lives of adolescent girls",NA,49,NA,2,1,2,NA,NA,24,0.7,-0.2,0,17216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"63","INVESTORS/investors-2021-11-26 (1).csv","Coolidge Corner Investment","https://www.crunchbase.com/organization/coolidge-corner-investment","Micro VC, Venture Capital",49,2,"Seoul, Seoul-t'ukpyolsi, South Korea","Coolidge Corner Investment (CCVC) provides Seed and Seed+ funding to the most innovative tech startup companies in Korea.","Early Stage Venture, Seed",40,NA,32,NA,2,NA,NA,NA,1.4,1.2,0,21046,180,NA,"-80.02%",0,NA,1,"0%","100%","0%",NA,NA,19,11,NA,NA,NA,NA,NA,NA,NA
"64","INVESTORS/investors-2021-11-26 (1).csv","VentureFounders","https://www.crunchbase.com/organization/venturefounders","Venture Capital",48,2,"London, England, United Kingdom","VentureFounders is an investment platform providing HNW client base with access to highly-curated and structured investment opportunities.","Early Stage Venture, Late Stage Venture, Venture",31,NA,5,1,2,NA,NA,NA,-0.3,-0.2,-0.1,17288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"65","INVESTORS/investors-2021-11-26 (1).csv","In Capital","https://www.crunchbase.com/organization/in-capital","Venture Capital",47,2,"Hangzhou, Zhejiang, China","In Capital is a value-oriented, research-driven, independent-thinking venture capital firm.","Early Stage Venture",43,NA,12,NA,2,NA,NA,NA,2,-0.4,-0.1,14234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"66","INVESTORS/investors-2021-11-26 (1).csv","500 Startups Japan","https://www.crunchbase.com/organization/500startups-japan","Venture Capital",47,2,"San Francisco, California, United States","500 Startups is the most active seed VC in the world. 500 Startups Japan is a $35M regional fund focusing on Japan.","Early Stage Venture, Seed",33,NA,12,NA,2,NA,NA,NA,-0.1,0.9,0.5,20483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"67","INVESTORS/investors-2021-11-26 (1).csv","NASA","https://www.crunchbase.com/organization/nasa","Venture Capital",46,2,"Washington, District of Columbia, United States","NASA is responsible for the civilian space program, as well as aeronautics and aerospace research.","Early Stage Venture",41,NA,35,3,2,NA,NA,NA,9.5,8.6,-0.4,677,33317524,38651197.67,"2.58%",584,"-3.95%",2.65,"1.94%","61.76%","-0.74%",77,NA,12,77,14,3,"Testing","Education; entertainment",192663,"USD",192663
"68","INVESTORS/investors-2021-11-26 (1).csv","DeepWork Capital","https://www.crunchbase.com/organization/the-fan-fund","Micro VC, Venture Capital",46,2,"Orlando, Florida, United States","DeepWork Capital is an early stage investment firm that focuses on the underserved market of Florida and invests in high growth companies.","Early Stage Venture, Seed",26,NA,19,13,2,NA,NA,NA,3.9,6.1,-0.2,5651,2226,NA,"-0.13%",5,"-98.93%",1.48,"-65.6%","51.57%","267.31%",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"69","INVESTORS/investors-2021-11-26 (1).csv","Hatzimemos / Libby","https://www.crunchbase.com/organization/hatzimemos-libby","Venture Capital",46,2,"New York, New York, United States","Hatzimemos / Libby is a venture studio and firm that helps mission-driven founders build inspiring, valuable companies.","Early Stage Venture, Non Equity Assistance, Seed, Venture",28,NA,5,26,2,NA,NA,NA,-1.3,2.4,4.2,7454,2042,1384.67,"72.18%",116,"-70.97%",2.5,"150%","0%",NA,NA,NA,3,NA,0,1,NA,"Insurance; financial affairs",NA,NA,NA
"70","INVESTORS/investors-2021-11-26 (1).csv","Open Data Incubator for Europe (ODINE)","https://www.crunchbase.com/organization/open-data-incubator-europe","Incubator",46,2,"Berlin, Berlin, Germany","ODINE provides an accelerator programme for SMEs and startups to establish business in open data related areas.","Grant",46,NA,42,1,2,NA,2016-10-30,NA,-0.2,0,0,35217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"71","INVESTORS/investors-2021-11-26 (1).csv","GoAhead Ventures","https://www.crunchbase.com/organization/goahead-ventures","Venture Capital",45,2,"Menlo Park, California, United States","GoAhead Ventures is an early stage Venture Capital fund based in Silicon Valley.",NA,39,NA,23,6,2,NA,NA,NA,-2.6,-0.4,-0.1,6406,5021,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"72","INVESTORS/investors-2021-11-26 (1).csv","Innovestor","https://www.crunchbase.com/organization/innovestor","Syndicate, Venture Capital",45,2,"Helsinki, Southern Finland, Finland","Innovestor is a Nordic growth company venture capital investor and financial services company.","Early Stage Venture, Private Equity",38,NA,35,NA,2,NA,NA,NA,-0.8,3.7,4.2,9628,548,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,10,NA,0,1,NA,"Insurance; financial affairs",4286,"USD",4286
"73","INVESTORS/investors-2021-11-26 (1).csv","Exfinity Venture Partners","https://www.crunchbase.com/organization/exfinity-venture-partners","Micro VC, Venture Capital",45,2,"Bengaluru, Karnataka, India","Exfinity is an early stage venture capital firm investing in technology product companies in the B2B space","Early Stage Venture, Seed",29,NA,21,4,2,NA,NA,NA,-2,-0.8,0.5,9820,349,1346,"-83.92%",0,"823.4%",1,"-60.52%","100%","377.1%",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"74","INVESTORS/investors-2021-11-26 (1).csv","Explorer Investments","https://www.crunchbase.com/organization/explorer-investments-s-c-r-s-a","Private Equity Firm, Venture Capital",45,2,"Lisboa, Lisboa, Portugal","Explorer Investments is Portugal's leading Private Equity firm.","Private Equity",45,NA,42,NA,2,NA,NA,NA,1.7,1.1,0.7,15998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,8844,"USD",8844
"75","INVESTORS/investors-2021-11-26 (1).csv","Agile Accelerator","https://www.crunchbase.com/organization/agile-accelerator","Accelerator",45,2,"Essen, Nordrhein-Westfalen, Germany","Agile Accelerator is an accelerator that invest in the energy sector.",NA,42,NA,36,NA,2,NA,2019-10-23,NA,0.1,0.4,0.1,19021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,1,NA,"Advertising; business",NA,NA,NA
"76","INVESTORS/investors-2021-11-26 (1).csv","Welight Capital","https://www.crunchbase.com/organization/welight-capital","Venture Capital",45,2,"Shenzhen, Guangdong, China","Welight Capital is an investment firm that invests in enterprise services, B2B, e-commerce, finance,  education, new retail companies.",NA,37,NA,8,NA,2,NA,NA,NA,-0.3,-1,-0.5,20904,497,NA,"-57.41%",0,NA,1,"0%","100%","0%",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"77","INVESTORS/investors-2021-11-26 (1).csv","eLab Accelerator","https://www.crunchbase.com/organization/elab-accelerator","Accelerator",45,2,"Ithaca, New York, United States","eLab is dedicated to accelerating top Cornell University startups.",NA,44,NA,3,1,2,NA,NA,NA,-3.1,0,-0.1,27999,3146,NA,"-40.19%",63,"90.91%",1.75,"-2.77%","50%","-16.67%",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
"78","INVESTORS/investors-2021-11-26 (1).csv","Comcast NBCUniversal LIFT Labs Accelerator, Powered by Techstars","https://www.crunchbase.com/organization/comcast-nbcuniversal-lift-labs-accelerator-powered-by-techstars","Accelerator",44,2,"Philadelphia, Pennsylvania, United States","This program is designed to elevate connectivity, media, and entertainment startups.","Early Stage Venture, Seed",43,NA,36,4,2,"On-Site",2020-05-11,13,6.3,8.7,7.8,3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","INVESTORS/investors-2021-11-26 (1).csv","SciFi VC","https://www.crunchbase.com/organization/scifivc","Venture Capital",44,2,"San Francisco, California, United States","SciFi VC is a venture capital fund that invests in early-stage companies.","Early Stage Venture",36,NA,2,11,2,NA,NA,NA,-0.8,-0.7,-0.1,8095,159,NA,"-97.42%",0,NA,1,"0%","100%","0%",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"80","INVESTORS/investors-2021-11-26 (1).csv","Guojin Capital","https://www.crunchbase.com/organization/guojin-capital","Venture Capital",44,2,"Shenzhen, Guangdong, China","Guojin Capital is a venture capital firm focused on early-stage investments.","Early Stage Venture",40,NA,5,NA,2,NA,NA,NA,-0.3,0,-0.1,39755,1767,NA,"165.32%",0,NA,1,"0%","100%","0%",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"81","INVESTORS/investors-2021-11-26 (1).csv","Neulogy Ventures","https://www.crunchbase.com/organization/neulogy-ventures","Micro VC, Venture Capital",44,2,"Bratislava, Bratislava, Slovakia (Slovak Republic)","Neulogy Ventures is a Bratislava-based fund management company that makes seed and venture capital investments primarily in Slovakia.","Early Stage Venture, Seed",33,NA,3,NA,2,NA,NA,NA,0.3,0.6,0.3,76233,198,NA,"-10.41%",24,"-48.94%",3,"0%","0%",NA,NA,NA,10,NA,0,2,NA,"Advertising; business",NA,NA,NA
"82","INVESTORS/investors-2021-11-26 (1).csv","TheVentureCity","https://www.crunchbase.com/organization/the-venture-city","Accelerator, Venture Capital",43,2,"Miami, Florida, United States","TheVentureCity is a operator-led venture accelerator that makes the global entrepreneurial ecosystem more diverse and accessible to capital.","Early Stage Venture",33,NA,8,12,2,NA,NA,NA,7.4,5.3,2.9,2523,4480,7975.5,"-29.89%",629,"4,093.33%",1.98,"41.35%","48.24%","-19.57%",NA,NA,51,24,NA,NA,NA,NA,NA,NA,NA
"83","INVESTORS/investors-2021-11-26 (1).csv","Fly Ventures","https://www.crunchbase.com/organization/fly-ventures","Micro VC, Venture Capital",43,2,"Berlin, Berlin, Germany","Fly Ventures is a Berlin based VC firm investing in seed stage companies across Europe.","Early Stage Venture, Seed",28,NA,16,2,2,NA,NA,NA,0.7,-1.4,-0.6,7509,951,856.17,"330.32%",0,"700%",1,"-50%","100%","-32.88%",NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA
"84","INVESTORS/investors-2021-11-26 (1).csv","The Morpheus","https://www.crunchbase.com/organization/morpheus-venture-partners","Accelerator",43,2,"Chandigarh, Chandigarh, India","The Morpheus is a community-driven investment initiative focused on early-stage startups in India.","Seed",43,NA,29,1,2,NA,NA,NA,0.7,-0.2,0,15477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"85","INVESTORS/investors-2021-11-26 (1).csv","9Mile Labs","https://www.crunchbase.com/organization/9mile-labs","Accelerator",43,2,"Seattle, Washington, United States","9Mile Labs is a Seattle-based Enterprise / B2B startup accelerator","Seed",43,NA,1,13,2,NA,NA,NA,-0.1,-0.1,-0.1,23616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,0,1,NA,"Education; entertainment",NA,NA,NA
"86","INVESTORS/investors-2021-11-26 (1).csv","Serena Ventures","https://www.crunchbase.com/organization/serena-ventures","Micro VC, Venture Capital",42,2,"San Francisco, California, United States","Serena Ventures focuses on investing in early-stage companies.","Early Stage Venture",38,NA,4,24,2,NA,NA,NA,-0.5,4.6,1.1,4480,4489,3527,"66.14%",0,NA,1,"-30.13%","100%","75.81%",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"87","INVESTORS/investors-2021-11-26 (1).csv","Mola.com","https://www.crunchbase.com/organization/mola-com","Incubator",42,2,"Palma De Mallorca, Islas Baleares, Spain","Mola is an investment fund based in Spain specializing in technology startup companies at the seed stage in Spain and Latin America.","Early Stage Venture, Seed",38,NA,27,1,2,NA,NA,NA,-0.1,0.2,0.6,8867,431,NA,"-66.09%",0,NA,1,"0%","100%","0%",NA,NA,2,11,NA,NA,NA,NA,NA,NA,NA
"88","INVESTORS/investors-2021-11-26 (1).csv","TIS Japan","https://www.crunchbase.com/organization/tis","Venture Capital",42,2,"Tokyo, Tokyo, Japan","TIS is an IT company that supports the growth strategies of client companies.",NA,37,NA,12,NA,2,NA,NA,NA,3.9,-0.2,-0.1,10377,6191,2439,"828.19%",0,"33.33%",1,"0.39%","99.9%","-0.1%",NA,NA,9,1,0,4,NA,"Scientific and electric apparatus and instruments",NA,NA,NA
"89","INVESTORS/investors-2021-11-26 (1).csv","Alpine Meridian","https://www.crunchbase.com/organization/alpine-meridian","Micro VC, Venture Capital",42,2,"New York, New York, United States","Alpine Meridian is a NYC-based early stage venture firm focused on the Internet, digital media, fintech, data, software, and e-commerce.","Early Stage Venture, Seed",31,NA,1,12,2,NA,NA,NA,-0.9,0,0.3,13555,2158,NA,"177.73%",0,NA,1,"0%","100%","0%",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"90","INVESTORS/investors-2021-11-26 (1).csv","Startup Sesame","https://www.crunchbase.com/organization/startup-sesame","Accelerator, Entrepreneurship Program, Venture Capital",42,2,"Paris, Ile-de-France, France","Startup Sesame is an alliance of European tech events, helping scale-ups, investors, and corporates to engage with the startup ecosystem.","Seed",42,NA,1,NA,2,NA,2020-02-27,NA,-0.1,0.8,0.4,22782,51,NA,"-89.63%",0,NA,1,"0%","100%","0%",NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
"91","INVESTORS/investors-2021-11-26 (1).csv","Renaissance Capital Partners","https://www.crunchbase.com/organization/renaissance-capital-partners","Venture Capital",42,2,"London, England, United Kingdom","Renaissance Capital Partners invests funds in high-growth, innovative, and entrepreneurial businesses and also built environment projects.","Early Stage Venture, Seed",21,NA,NA,NA,2,NA,NA,NA,-0.4,0,0.2,23220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,26230,"USD",26230
"92","INVESTORS/investors-2021-11-26 (1).csv","Tech2b Incubator","https://www.crunchbase.com/organization/tech2b-incubator-2","Incubator",42,2,"Linz, Oberosterreich, Austria","Upper Austrian Business Hightech Incubator.",NA,42,NA,41,NA,2,NA,NA,NA,1.1,2.7,0.2,34318,211,NA,"-96.99%",1,"-97.5%",1.21,"-55.87%","89.57%","112.96%",NA,NA,25,NA,NA,NA,NA,NA,94234,"USD",94234
"93","INVESTORS/investors-2021-11-26 (1).csv","Speed Accelerator","https://www.crunchbase.com/organization/speedaccelerator","Accelerator",42,2,"Beirut, Beyrouth, Lebanon","A tech accelerator that empowers startups to succeed & scale globally through a mentorship program, $30,000 in funding & lifelong support","Early Stage Venture",42,NA,42,1,2,"On-Site",2019-10-11,13,-0.3,1.7,1,38775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"94","INVESTORS/investors-2021-11-26 (1).csv","ADV","https://www.crunchbase.com/organization/accelerated-digital-ventures","Fund Of Funds, Venture Capital",42,2,"London, England, United Kingdom","ADV is a patient venture investment engine, designed to back generation-defining digital tech companies.","Early Stage Venture, Seed",30,NA,20,NA,2,NA,NA,NA,-0.4,-0.7,-0.2,46511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"95","INVESTORS/investors-2021-11-26 (1).csv","Hanaco Venture Capital","https://www.crunchbase.com/organization/hanaco-venture-capital","Venture Capital",41,2,"Tel Aviv, Tel Aviv, Israel","Hanaco Ventures backs early-stage technology companies with visionary and passionate entrepreneurs.",NA,26,NA,18,6,2,NA,NA,NA,-0.5,4.9,-0.2,4225,924,7250.17,"-93%",0,"132.73%",1,"-38.76%","100%","72.98%",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"96","INVESTORS/investors-2021-11-26 (1).csv","Atinum Investment","https://www.crunchbase.com/organization/atinum-investment","Venture Capital",41,2,"Seoul, Seoul-t'ukpyolsi, South Korea","Atinum Investment is a principal investment firm.",NA,31,NA,10,1,2,NA,NA,NA,4.9,6.2,-0.2,5275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA
"97","INVESTORS/investors-2021-11-26 (1).csv","Thayer Ventures","https://www.crunchbase.com/organization/thayer-ventures","Venture Capital",41,2,"San Francisco, California, United States","Thayer Ventures (Thayer) invests in Travel Technology.","Early Stage Venture, Late Stage Venture, Seed",31,NA,12,8,2,NA,NA,NA,-0.3,0.4,-0.1,10173,1462,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"98","INVESTORS/investors-2021-11-26 (1).csv","United Ventures","https://www.crunchbase.com/organization/united-ventures","Venture Capital",41,2,"Milan, Lombardia, Italy","United Ventures is an independent Venture Capital firm supporting visionary entrepreneurs to reinvent industries through technology.","Early Stage Venture",27,NA,20,NA,2,NA,NA,NA,-0.5,-0.3,-0.1,10466,1197,569,"170.81%",237,"51.92%",3.63,"20.86%","15.37%","0%",NA,NA,3,NA,0,4,NA,"Advertising; business",NA,NA,NA
"99","INVESTORS/investors-2021-11-26 (1).csv","SURGE Accelerator","https://www.crunchbase.com/organization/surge-accelerator","Accelerator",41,2,"Houston, Texas, United States","SURGE, a seed fund and mentor-driven accelerator, invests in and enables entrepreneurs to solve the world's energy problems.","Early Stage Venture, Seed",36,NA,NA,2,2,NA,NA,NA,3.2,-0.1,0.4,13974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
"100","INVESTORS/investors-2021-11-26 (1).csv","StartFast Ventures","https://www.crunchbase.com/organization/startfast-venture-accelerator","Venture Capital",41,2,"Syracuse, New York, United States","StartFast is an early-stage venture capital firm that invests in recurring revenue software businesses outside the major start-up hubs.","Convertible Note, Early Stage Venture, Seed, Venture",37,NA,7,15,2,NA,NA,NA,0.4,-0.4,-0.1,14917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA
